date,location,Dnt_item_name,quantity_sold,sale_price,Donut_Sales,Drink_Item,Drink_Units_Sold,Drink_Price,Drink_Sales,Total_Sales,promotion,Customer_Rating,Payment_Method,time_of_day,quantity_made,waste
4/17/2024,Boston,Jelly,33,2.77,88.64,Cappuccino,10,3.25,32.5,121.14,No,4.2,Mobile Payment,Afternoon,40,7
4/26/2024,New York,Boston Kreme,44,1.27,64.77,Cappuccino,33,3.25,107.25,172.02,No,3.6,Credit Card,Morning,55,11
4/1/2024,Miami,Cinnamon,17,2.42,45.98,Latte,15,3.5,52.5,98.48,Yes,3.4,Cash,Morning,21,4
3/10/2024,Los Angeles,Vanilla Frosted,47,1.64,67.24,Espresso,8,2.75,22,89.24,No,4,Credit Card,Afternoon,53,6
4/24/2024,New York,Old Fashioned,61,3.41,211.42,Iced Tea,31,2,62,273.42,Yes,3,Credit Card,Afternoon,69,8
4/19/2024,Miami,Old Fashioned,41,2.21,86.19,Latte,14,3.5,49,135.19,No,3,Mobile Payment,Afternoon,46,5
4/21/2024,New York,Vanilla Frosted,41,3.01,144.48,Smoothie,11,3.75,41.25,185.73,No,3.4,Credit Card,Afternoon,46,5
3/23/2024,Chicago,Blueberry Cake,35,2.38,95.2,Espresso,32,2.75,88,183.2,No,3.1,Mobile Payment,Morning,45,10
2/23/2024,New York,Cinnamon,74,1.11,101.01,Iced Coffee,44,2.5,110,211.01,No,3.2,Cash,Afternoon,86,12
2/25/2024,New York,Cinnamon,9,2.58,28.38,Latte,13,3.5,45.5,73.88,No,3.7,Credit Card,Afternoon,10,1
4/28/2024,New York,Vanilla Frosted,79,3.38,294.06,Espresso,7,2.75,19.25,313.31,No,4.6,Cash,Evening,102,23
3/30/2024,Los Angeles,Chocolate Frosted,74,2.5,215,Latte,7,3.5,24.5,239.5,No,4.1,Credit Card,Afternoon,94,20
3/11/2024,New York,Powdered Sugar,17,3.05,64.05,Latte,26,3.5,91,155.05,Yes,4,Cash,Afternoon,21,4
2/28/2024,Miami,Glazed,40,3.21,154.08,Iced Tea,11,2,22,176.08,Yes,3.6,Credit Card,Evening,51,11
2/14/2024,Chicago,Vanilla Frosted,73,1.57,117.75,Iced Tea,0,2,0,117.75,Yes,4.9,Credit Card,Evening,82,9
3/15/2024,Chicago,Boston Kreme,19,1.53,33.66,Smoothie,42,3.75,157.5,191.16,No,3.8,Credit Card,Morning,23,4
4/4/2024,New York,Boston Kreme,52,2.53,139.15,Espresso,39,2.75,107.25,246.4,No,3.2,Credit Card,Evening,65,13
4/28/2024,Los Angeles,Jelly,36,2.03,73.08,Espresso,41,2.75,112.75,185.83,No,4.2,Credit Card,Morning,46,10
4/10/2024,Los Angeles,Vanilla Frosted,27,3.1,80.6,Hot Coffee,10,2,20,100.6,No,3.2,Credit Card,Evening,30,3
2/8/2024,Miami,Jelly,56,3.25,224.25,Latte,38,3.5,133,357.25,No,3.7,Credit Card,Evening,70,14
4/27/2024,New York,Vanilla Frosted,81,1.88,137.24,Cappuccino,42,3.25,136.5,273.74,No,4,Credit Card,Morning,96,15
1/31/2024,Chicago,Cinnamon,101,1.59,154.23,Latte,30,3.5,105,259.23,No,4.7,Credit Card,Evening,115,14
2/7/2024,Los Angeles,Glazed,36,2.95,129.8,Latte,16,3.5,56,185.8,Yes,4,Cash,Morning,45,9
4/27/2024,New York,Cinnamon,90,1.69,133.51,Espresso,32,2.75,88,221.51,No,4.4,Mobile Payment,Evening,109,19
4/2/2024,Los Angeles,Powdered Sugar,107,3.06,281.52,Latte,31,3.5,108.5,390.02,Yes,5,Credit Card,Afternoon,130,23
2/10/2024,Los Angeles,Old Fashioned,32,2.06,80.34,Hot Chocolate,28,2.25,63,143.34,Yes,3.3,Mobile Payment,Evening,35,3
4/20/2024,Chicago,Strawberry Frosted,72,2.67,213.6,Latte,20,3.5,70,283.6,No,3.5,Credit Card,Morning,95,23
2/7/2024,Boston,Vanilla Frosted,93,1.24,102.92,Hot Chocolate,20,2.25,45,147.92,No,3.8,Credit Card,Evening,107,14
3/5/2024,Miami,Powdered Sugar,79,2.56,184.32,Iced Tea,39,2,78,262.32,Yes,3.8,Cash,Morning,92,13
3/5/2024,Miami,Old Fashioned,32,2.13,78.81,Cappuccino,22,3.25,71.5,150.31,Yes,3.8,Cash,Morning,42,10
3/3/2024,Chicago,Blueberry Cake,60,2.47,170.43,Smoothie,5,3.75,18.75,189.18,No,4.8,Mobile Payment,Afternoon,77,17
2/4/2024,Los Angeles,Glazed,83,1.42,124.96,Espresso,21,2.75,57.75,182.71,No,4.4,Cash,Afternoon,105,22
3/11/2024,New York,Jelly,45,2.84,130.64,Latte,49,3.5,171.5,302.14,Yes,4.2,Cash,Morning,59,14
2/27/2024,Los Angeles,Jelly,32,3.16,97.96,Hot Chocolate,37,2.25,83.25,181.21,No,3.6,Mobile Payment,Evening,39,7
2/6/2024,Chicago,Cinnamon,72,1.54,118.58,Hot Chocolate,36,2.25,81,199.58,No,4.6,Cash,Morning,90,18
4/12/2024,Miami,Boston Kreme,28,1.24,35.96,Iced Tea,44,2,88,123.96,No,4.9,Credit Card,Morning,32,4
4/11/2024,Los Angeles,Old Fashioned,84,1.06,81.62,Hot Chocolate,7,2.25,15.75,97.37,Yes,4.6,Mobile Payment,Evening,99,15
2/11/2024,Miami,Blueberry Cake,59,2.6,189.8,Smoothie,40,3.75,150,339.8,Yes,3,Mobile Payment,Evening,69,10
3/4/2024,New York,Powdered Sugar,23,2.52,65.52,Iced Coffee,48,2.5,120,185.52,Yes,4.3,Credit Card,Evening,26,3
3/3/2024,Miami,Glazed,22,2.37,49.77,Hot Coffee,34,2,68,117.77,No,3.1,Cash,Evening,27,5
3/18/2024,Miami,Old Fashioned,35,1.58,48.98,Smoothie,10,3.75,37.5,86.48,No,3.5,Mobile Payment,Morning,43,8
2/22/2024,Boston,Blueberry Cake,26,1.98,51.48,Cappuccino,23,3.25,74.75,126.23,Yes,3.1,Mobile Payment,Morning,30,4
4/1/2024,Boston,Strawberry Frosted,19,2.49,47.31,Smoothie,48,3.75,180,227.31,Yes,4.2,Credit Card,Afternoon,21,2
4/27/2024,Boston,Vanilla Frosted,62,2.24,165.76,Iced Tea,20,2,40,205.76,Yes,4.4,Credit Card,Morning,79,17
3/7/2024,Miami,Jelly,30,3.47,107.57,Iced Tea,1,2,2,109.57,No,3.2,Cash,Evening,33,3
5/8/2024,Chicago,Powdered Sugar,100,1.34,132.66,Smoothie,39,3.75,146.25,278.91,Yes,3.8,Mobile Payment,Afternoon,127,27
3/14/2024,Miami,Jelly,81,2.74,249.34,Latte,18,3.5,63,312.34,Yes,3.9,Cash,Evening,97,16
4/25/2024,Chicago,Powdered Sugar,53,2.01,118.59,Iced Coffee,38,2.5,95,213.59,No,3.7,Cash,Morning,66,13
4/30/2024,Chicago,Cinnamon,21,2.07,47.61,Latte,27,3.5,94.5,142.11,No,3.2,Credit Card,Afternoon,25,4
3/5/2024,Boston,Boston Kreme,58,2.79,203.67,Latte,16,3.5,56,259.67,No,3.8,Mobile Payment,Evening,73,15
4/4/2024,Los Angeles,Powdered Sugar,52,2.73,152.88,Smoothie,5,3.75,18.75,171.63,Yes,4.5,Mobile Payment,Afternoon,60,8
5/8/2024,New York,Jelly,33,3.48,132.24,Espresso,18,2.75,49.5,181.74,No,3.1,Mobile Payment,Afternoon,40,7
3/17/2024,Boston,Cinnamon,79,1.32,112.2,Espresso,37,2.75,101.75,213.95,No,3.2,Credit Card,Morning,99,20
4/17/2024,Boston,Powdered Sugar,38,1.26,56.7,Espresso,27,2.75,74.25,130.95,Yes,3.7,Credit Card,Evening,43,5
2/2/2024,Los Angeles,Strawberry Frosted,70,2.81,171.41,Iced Coffee,1,2.5,2.5,173.91,No,4.9,Credit Card,Afternoon,89,19
1/31/2024,New York,Boston Kreme,88,2.45,208.25,Latte,37,3.5,129.5,337.75,Yes,4.3,Credit Card,Afternoon,110,22
2/4/2024,Miami,Powdered Sugar,17,1.69,27.04,Hot Coffee,36,2,72,99.04,Yes,4.4,Credit Card,Evening,20,3
4/29/2024,Miami,Cinnamon,42,1.2,45.6,Cappuccino,3,3.25,9.75,55.35,No,3.7,Mobile Payment,Afternoon,53,11
2/13/2024,Boston,Old Fashioned,19,1.21,24.2,Espresso,21,2.75,57.75,81.95,No,4.2,Cash,Afternoon,24,5
2/26/2024,New York,Chocolate Frosted,35,3.24,136.08,Espresso,25,2.75,68.75,204.83,No,3,Mobile Payment,Afternoon,43,8
2/8/2024,Boston,Blueberry Cake,15,1.48,22.2,Iced Tea,48,2,96,118.2,No,4.3,Cash,Evening,19,4
4/18/2024,Chicago,Chocolate Frosted,91,1.81,159.28,Latte,42,3.5,147,306.28,No,4.8,Credit Card,Evening,112,21
2/14/2024,Boston,Chocolate Frosted,45,1.57,64.37,Latte,35,3.5,122.5,186.87,No,4.2,Cash,Evening,55,10
4/29/2024,Boston,Glazed,58,1.89,113.4,Iced Coffee,12,2.5,30,143.4,Yes,4.7,Mobile Payment,Evening,70,12
3/12/2024,Miami,Strawberry Frosted,71,1.17,98.28,Iced Coffee,31,2.5,77.5,175.78,Yes,4.4,Mobile Payment,Morning,92,21
4/16/2024,Miami,Old Fashioned,61,2.3,154.1,Espresso,16,2.75,44,198.1,No,3.2,Cash,Afternoon,69,8
3/21/2024,Miami,Vanilla Frosted,90,1.17,112.32,Latte,40,3.5,140,252.32,Yes,4.8,Credit Card,Evening,114,24
4/2/2024,Chicago,Powdered Sugar,37,3,105,Hot Coffee,35,2,70,175,No,3.1,Credit Card,Afternoon,47,10
5/5/2024,Miami,Blueberry Cake,56,1.58,86.9,Cappuccino,45,3.25,146.25,233.15,Yes,4.1,Mobile Payment,Afternoon,61,5
3/22/2024,New York,Boston Kreme,35,2.35,89.3,Smoothie,18,3.75,67.5,156.8,Yes,3.3,Cash,Morning,46,11
5/5/2024,Los Angeles,Old Fashioned,15,3.2,41.6,Latte,34,3.5,119,160.6,Yes,3,Credit Card,Evening,16,1
2/3/2024,New York,Jelly,93,2.63,236.7,Iced Tea,45,2,90,326.7,No,3.8,Credit Card,Evening,108,15
5/3/2024,New York,Vanilla Frosted,19,2.33,51.26,Smoothie,39,3.75,146.25,197.51,Yes,3.6,Mobile Payment,Afternoon,23,4
2/22/2024,Miami,Glazed,40,1.81,86.88,Latte,27,3.5,94.5,181.38,No,4,Credit Card,Evening,45,5
2/14/2024,Los Angeles,Glazed,20,1.83,43.92,Hot Chocolate,0,2.25,0,43.92,Yes,4.2,Cash,Afternoon,25,5
3/13/2024,Los Angeles,Old Fashioned,34,2.67,101.46,Iced Coffee,41,2.5,102.5,203.96,Yes,3.1,Mobile Payment,Afternoon,43,9
2/28/2024,Los Angeles,Cinnamon,32,3.49,132.62,Iced Tea,17,2,34,166.62,Yes,3.2,Mobile Payment,Morning,40,8
3/6/2024,Chicago,Chocolate Frosted,73,2.65,222.6,Cappuccino,47,3.25,152.75,375.35,Yes,4.1,Cash,Morning,84,11
2/12/2024,Miami,Jelly,37,2.39,97.99,Espresso,39,2.75,107.25,205.24,Yes,3.7,Mobile Payment,Morning,44,7
3/2/2024,Los Angeles,Glazed,9,2.83,31.13,Iced Tea,32,2,64,95.13,No,4.5,Credit Card,Afternoon,11,2
4/10/2024,Chicago,Blueberry Cake,64,2.16,120.96,Latte,11,3.5,38.5,159.46,No,4.3,Credit Card,Evening,82,18
3/29/2024,Boston,Glazed,72,1.15,100.05,Espresso,7,2.75,19.25,119.3,Yes,4.7,Cash,Morning,91,19
4/25/2024,Boston,Boston Kreme,93,2.41,224.13,Latte,23,3.5,80.5,304.63,Yes,4.4,Credit Card,Evening,107,14
2/27/2024,Chicago,Powdered Sugar,29,3.39,105.09,Espresso,15,2.75,41.25,146.34,Yes,3.9,Cash,Morning,37,8
4/5/2024,Chicago,Glazed,100,1.44,120.96,Cappuccino,49,3.25,159.25,280.21,Yes,4.3,Cash,Morning,125,25
3/12/2024,Miami,Boston Kreme,30,2.73,98.28,Iced Coffee,3,2.5,7.5,105.78,No,3.6,Credit Card,Afternoon,37,7
3/15/2024,Miami,Old Fashioned,72,1.5,114,Cappuccino,37,3.25,120.25,234.25,Yes,3.6,Cash,Morning,84,12
4/1/2024,Boston,Old Fashioned,106,2.34,210.6,Hot Chocolate,43,2.25,96.75,307.35,No,4.6,Credit Card,Morning,138,32
3/27/2024,Los Angeles,Vanilla Frosted,74,1.24,80.6,Hot Coffee,26,2,52,132.6,Yes,3.9,Mobile Payment,Afternoon,89,15
2/5/2024,Boston,Glazed,33,2.13,63.9,Iced Coffee,8,2.5,20,83.9,No,4.6,Mobile Payment,Evening,42,9
2/27/2024,Los Angeles,Blueberry Cake,50,2.89,161.84,Cappuccino,46,3.25,149.5,311.34,Yes,4.6,Cash,Morning,60,10
2/27/2024,Los Angeles,Glazed,77,1.87,166.43,Hot Chocolate,15,2.25,33.75,200.18,Yes,4.7,Credit Card,Afternoon,94,17
3/14/2024,Miami,Blueberry Cake,72,2.66,180.88,Hot Coffee,11,2,22,202.88,No,4.8,Credit Card,Morning,96,24
4/23/2024,New York,Strawberry Frosted,108,2.99,278.07,Hot Chocolate,30,2.25,67.5,345.57,Yes,3.9,Mobile Payment,Afternoon,121,13
2/29/2024,New York,Vanilla Frosted,15,3.32,49.8,Latte,23,3.5,80.5,130.3,Yes,3.6,Mobile Payment,Evening,19,4
4/1/2024,Chicago,Strawberry Frosted,28,1.59,44.52,Smoothie,13,3.75,48.75,93.27,Yes,4.2,Credit Card,Evening,34,6
4/14/2024,Miami,Glazed,60,2,132,Latte,44,3.5,154,286,No,3.7,Cash,Afternoon,66,6
5/1/2024,Los Angeles,Vanilla Frosted,86,1.38,107.64,Espresso,24,2.75,66,173.64,Yes,4.2,Mobile Payment,Afternoon,99,13
4/28/2024,New York,Strawberry Frosted,10,3.48,41.76,Iced Coffee,33,2.5,82.5,124.26,Yes,4.4,Cash,Afternoon,12,2
4/1/2024,Los Angeles,Chocolate Frosted,9,3.32,33.2,Latte,2,3.5,7,40.2,No,4.4,Cash,Evening,10,1
5/6/2024,New York,Glazed,65,2.35,157.45,Iced Tea,23,2,46,203.45,No,3.7,Mobile Payment,Morning,82,17
1/31/2024,New York,Strawberry Frosted,47,3.11,146.17,Hot Chocolate,41,2.25,92.25,238.42,No,3.3,Cash,Evening,54,7
2/26/2024,New York,Chocolate Frosted,21,2.3,55.2,Iced Coffee,8,2.5,20,75.2,Yes,3.9,Cash,Afternoon,25,4
4/1/2024,Miami,Chocolate Frosted,36,2.56,110.08,Smoothie,25,3.75,93.75,203.83,Yes,3.3,Credit Card,Afternoon,39,3
4/16/2024,Boston,Old Fashioned,73,1.22,85.4,Iced Tea,19,2,38,123.4,Yes,4.8,Cash,Evening,93,20
2/2/2024,Los Angeles,Glazed,40,2.89,127.16,Latte,39,3.5,136.5,263.66,No,3.7,Credit Card,Afternoon,51,11
4/9/2024,Miami,Chocolate Frosted,75,1.32,96.36,Espresso,9,2.75,24.75,121.11,Yes,3.3,Mobile Payment,Evening,97,22
4/11/2024,Miami,Old Fashioned,29,3.07,104.38,Cappuccino,18,3.25,58.5,162.88,Yes,3.1,Mobile Payment,Afternoon,36,7
2/26/2024,Miami,Strawberry Frosted,32,2.96,97.68,Espresso,2,2.75,5.5,103.18,No,4.3,Credit Card,Morning,37,5
2/8/2024,Miami,Boston Kreme,21,2.77,58.17,Iced Tea,23,2,46,104.17,No,4.3,Mobile Payment,Morning,27,6
4/1/2024,Miami,Glazed,22,1.09,29.43,Hot Coffee,4,2,8,37.43,No,3.7,Cash,Afternoon,24,2
3/7/2024,Chicago,Vanilla Frosted,22,1.76,42.24,Latte,2,3.5,7,49.24,No,3.1,Cash,Evening,24,2
5/6/2024,Los Angeles,Blueberry Cake,75,1.66,147.74,Iced Tea,26,2,52,199.74,No,3.8,Cash,Morning,91,16
3/21/2024,Miami,Blueberry Cake,29,1.9,68.4,Hot Coffee,15,2,30,98.4,Yes,3.6,Mobile Payment,Evening,34,5
3/14/2024,Los Angeles,Strawberry Frosted,96,1.22,98.82,Hot Coffee,48,2,96,194.82,No,4.4,Cash,Afternoon,120,24
2/23/2024,Chicago,Cinnamon,64,3.34,230.46,Hot Chocolate,14,2.25,31.5,261.96,Yes,4.2,Mobile Payment,Evening,79,15
4/18/2024,Chicago,Cinnamon,61,2.38,130.9,Iced Coffee,34,2.5,85,215.9,Yes,3.7,Cash,Morning,75,14
3/29/2024,Los Angeles,Strawberry Frosted,88,1.76,172.48,Hot Chocolate,11,2.25,24.75,197.23,No,3.4,Credit Card,Evening,101,13
3/2/2024,New York,Chocolate Frosted,27,1.99,51.74,Latte,40,3.5,140,191.74,No,5,Mobile Payment,Evening,35,8
5/5/2024,Boston,Glazed,68,2.12,131.44,Hot Coffee,43,2,86,217.44,No,3.9,Mobile Payment,Afternoon,80,12
4/27/2024,New York,Blueberry Cake,17,2.5,42.5,Smoothie,25,3.75,93.75,136.25,Yes,4.4,Cash,Afternoon,20,3
3/22/2024,New York,Blueberry Cake,86,2.29,201.52,Iced Tea,46,2,92,293.52,No,3.3,Mobile Payment,Afternoon,97,11
4/1/2024,New York,Chocolate Frosted,34,3.3,118.8,Cappuccino,33,3.25,107.25,226.05,No,4,Mobile Payment,Morning,44,10
3/28/2024,Miami,Blueberry Cake,51,2.24,123.2,Hot Coffee,22,2,44,167.2,No,3.1,Credit Card,Morning,65,14
3/22/2024,Chicago,Vanilla Frosted,69,3.48,205.32,Iced Tea,30,2,60,265.32,No,4,Credit Card,Afternoon,78,9
2/11/2024,New York,Glazed,90,3.13,250.4,Smoothie,49,3.75,183.75,434.15,No,4.9,Cash,Afternoon,100,10
3/9/2024,Chicago,Powdered Sugar,14,1.52,18.24,Cappuccino,19,3.25,61.75,79.99,Yes,3.8,Credit Card,Morning,18,4
2/1/2024,Los Angeles,Blueberry Cake,62,3.33,243.09,Hot Chocolate,11,2.25,24.75,267.84,Yes,3.1,Cash,Morning,79,17
2/2/2024,Boston,Strawberry Frosted,57,1.29,68.37,Hot Chocolate,22,2.25,49.5,117.87,Yes,3.1,Cash,Morning,68,11
3/26/2024,Los Angeles,Vanilla Frosted,72,3.04,188.48,Iced Coffee,3,2.5,7.5,195.98,No,3.8,Cash,Morning,96,24
4/20/2024,Los Angeles,Blueberry Cake,28,1.95,64.35,Iced Tea,22,2,44,108.35,No,3.3,Mobile Payment,Afternoon,31,3
3/29/2024,Miami,Vanilla Frosted,57,3.19,220.11,Hot Coffee,47,2,94,314.11,No,3,Credit Card,Morning,70,13
2/1/2024,Boston,Old Fashioned,13,3.17,38.04,Espresso,47,2.75,129.25,167.29,Yes,4.5,Cash,Afternoon,16,3
2/1/2024,Los Angeles,Powdered Sugar,29,3.01,87.29,Hot Chocolate,0,2.25,0,87.29,No,3.9,Credit Card,Evening,34,5
5/1/2024,Los Angeles,Jelly,62,2.98,163.9,Hot Chocolate,24,2.25,54,217.9,No,3.6,Cash,Evening,76,14
3/24/2024,Boston,Strawberry Frosted,20,1.76,42.24,Iced Coffee,1,2.5,2.5,44.74,No,4.8,Credit Card,Morning,24,4
4/26/2024,Boston,Strawberry Frosted,38,1.2,40.8,Cappuccino,29,3.25,94.25,135.05,Yes,3.2,Credit Card,Evening,43,5
5/5/2024,Los Angeles,Glazed,76,2.01,174.87,Iced Coffee,2,2.5,5,179.87,No,4.9,Cash,Evening,98,22
5/6/2024,Boston,Vanilla Frosted,69,1.43,114.4,Smoothie,20,3.75,75,189.4,Yes,3.6,Mobile Payment,Evening,81,12
1/31/2024,Los Angeles,Chocolate Frosted,22,2.74,71.24,Hot Coffee,24,2,48,119.24,No,4.8,Credit Card,Morning,29,7
2/18/2024,Los Angeles,Strawberry Frosted,104,1.87,173.91,Iced Tea,19,2,38,211.91,Yes,4.2,Mobile Payment,Morning,124,20
2/1/2024,Miami,Vanilla Frosted,19,3.44,61.92,Latte,48,3.5,168,229.92,Yes,4.7,Mobile Payment,Evening,21,2
3/23/2024,New York,Vanilla Frosted,47,2.6,122.2,Latte,21,3.5,73.5,195.7,Yes,5,Cash,Afternoon,51,4
3/14/2024,Los Angeles,Boston Kreme,53,3.06,174.42,Iced Tea,20,2,40,214.42,No,3.6,Cash,Evening,65,12
4/29/2024,Chicago,Boston Kreme,79,1.33,91.77,Cappuccino,32,3.25,104,195.77,No,4.9,Cash,Morning,96,17
3/2/2024,New York,Jelly,68,3.16,227.52,Smoothie,37,3.75,138.75,366.27,Yes,3.8,Credit Card,Morning,89,21
4/9/2024,New York,Old Fashioned,107,3.31,314.45,Hot Chocolate,14,2.25,31.5,345.95,Yes,3.8,Cash,Morning,133,26
3/2/2024,New York,Jelly,10,2.22,24.42,Cappuccino,45,3.25,146.25,170.67,No,3.7,Cash,Evening,12,2
4/7/2024,Miami,Blueberry Cake,92,2.52,244.44,Hot Chocolate,14,2.25,31.5,275.94,No,4.1,Credit Card,Afternoon,104,12
3/25/2024,Los Angeles,Chocolate Frosted,79,2.91,235.71,Hot Chocolate,45,2.25,101.25,336.96,Yes,3.3,Credit Card,Morning,104,25
4/14/2024,Miami,Blueberry Cake,18,1.44,28.8,Latte,24,3.5,84,112.8,No,4.1,Cash,Morning,23,5
3/26/2024,Los Angeles,Cinnamon,80,2.26,164.98,Cappuccino,20,3.25,65,229.98,No,4.1,Cash,Evening,100,20
2/16/2024,Miami,Blueberry Cake,86,2,172,Smoothie,23,3.75,86.25,258.25,No,4.5,Cash,Afternoon,109,23
3/8/2024,Miami,Glazed,80,1.37,123.3,Iced Coffee,4,2.5,10,133.3,No,4.7,Cash,Evening,100,20
2/23/2024,Chicago,Blueberry Cake,93,1.92,155.52,Hot Chocolate,5,2.25,11.25,166.77,Yes,3.9,Mobile Payment,Morning,118,25
4/8/2024,Miami,Jelly,28,1.17,35.1,Espresso,48,2.75,132,167.1,No,3.6,Mobile Payment,Afternoon,31,3
5/7/2024,Boston,Strawberry Frosted,27,1.06,28.62,Espresso,42,2.75,115.5,144.12,No,3.5,Cash,Afternoon,29,2
4/9/2024,Chicago,Strawberry Frosted,84,1.34,97.82,Iced Coffee,47,2.5,117.5,215.32,Yes,3.4,Mobile Payment,Morning,112,28
4/25/2024,Miami,Boston Kreme,95,3.41,310.31,Espresso,43,2.75,118.25,428.56,Yes,3.1,Credit Card,Afternoon,116,21
2/10/2024,New York,Chocolate Frosted,39,2.37,111.39,Hot Coffee,46,2,92,203.39,No,3.7,Mobile Payment,Afternoon,49,10
2/15/2024,Boston,Chocolate Frosted,48,3.41,139.81,Hot Chocolate,22,2.25,49.5,189.31,No,3.5,Mobile Payment,Evening,57,9
5/6/2024,Boston,Glazed,21,2.08,41.6,Iced Coffee,3,2.5,7.5,49.1,No,4.9,Cash,Morning,24,3
4/12/2024,Boston,Jelly,50,1.78,96.12,Cappuccino,26,3.25,84.5,180.62,No,4.1,Mobile Payment,Morning,58,8
3/29/2024,Chicago,Boston Kreme,83,2.27,222.46,Hot Chocolate,17,2.25,38.25,260.71,Yes,3.7,Mobile Payment,Morning,106,23
4/9/2024,Miami,Cinnamon,46,2.1,88.2,Iced Coffee,20,2.5,50,138.2,Yes,4.2,Mobile Payment,Morning,56,10
4/19/2024,Miami,Chocolate Frosted,52,1.26,63,Latte,27,3.5,94.5,157.5,Yes,3.3,Mobile Payment,Morning,61,9
5/2/2024,New York,Strawberry Frosted,17,2.6,44.2,Smoothie,34,3.75,127.5,171.7,No,3.9,Credit Card,Afternoon,20,3
2/2/2024,New York,Blueberry Cake,23,1.54,30.8,Cappuccino,21,3.25,68.25,99.05,No,4.3,Cash,Evening,25,2
2/19/2024,Boston,Blueberry Cake,105,2.55,242.25,Smoothie,39,3.75,146.25,388.5,No,4,Cash,Morning,132,27
3/29/2024,New York,Boston Kreme,51,2.63,157.8,Latte,22,3.5,77,234.8,No,3.8,Credit Card,Evening,58,7
3/6/2024,Chicago,Jelly,89,1.38,133.86,Hot Chocolate,2,2.25,4.5,138.36,Yes,5,Mobile Payment,Evening,112,23
2/18/2024,Miami,Jelly,44,1.15,57.5,Cappuccino,39,3.25,126.75,184.25,Yes,4.8,Credit Card,Afternoon,51,7
4/29/2024,Boston,Old Fashioned,28,2.95,76.7,Smoothie,49,3.75,183.75,260.45,No,4.2,Mobile Payment,Morning,34,6
4/6/2024,New York,Powdered Sugar,69,2.15,182.75,Espresso,9,2.75,24.75,207.5,Yes,4.1,Credit Card,Afternoon,76,7
2/18/2024,Chicago,Chocolate Frosted,56,1.15,63.25,Smoothie,24,3.75,90,153.25,No,4.2,Cash,Morning,65,9
2/19/2024,Chicago,Jelly,45,3.49,143.09,Iced Coffee,48,2.5,120,263.09,No,3.4,Cash,Afternoon,53,8
5/5/2024,New York,Strawberry Frosted,101,1.14,100.32,Hot Chocolate,7,2.25,15.75,116.07,Yes,3.8,Cash,Evening,120,19
4/10/2024,Miami,Boston Kreme,83,2.74,243.86,Hot Coffee,10,2,20,263.86,No,3.1,Mobile Payment,Morning,105,22
3/22/2024,New York,Cinnamon,71,3.46,217.98,Smoothie,4,3.75,15,232.98,No,4,Mobile Payment,Evening,82,11
3/3/2024,Boston,Old Fashioned,80,1.6,152,Cappuccino,44,3.25,143,295,Yes,4.1,Credit Card,Evening,99,19
3/10/2024,New York,Vanilla Frosted,33,1.36,39.44,Cappuccino,36,3.25,117,156.44,No,3.5,Credit Card,Afternoon,41,8
3/9/2024,Chicago,Glazed,35,1.3,54.6,Iced Tea,44,2,88,142.6,No,4.9,Cash,Morning,45,10
4/21/2024,New York,Cinnamon,79,1.76,146.08,Smoothie,37,3.75,138.75,284.83,Yes,4.8,Mobile Payment,Evening,87,8
1/31/2024,Miami,Vanilla Frosted,54,1.25,61.25,Hot Chocolate,28,2.25,63,124.25,No,4.4,Credit Card,Afternoon,64,10
2/10/2024,Los Angeles,Blueberry Cake,35,2.73,111.93,Hot Chocolate,4,2.25,9,120.93,Yes,4.1,Mobile Payment,Morning,40,5
5/1/2024,New York,Glazed,9,1.16,12.76,Latte,8,3.5,28,40.76,No,4.7,Mobile Payment,Morning,10,1
3/27/2024,Miami,Chocolate Frosted,45,2.27,95.34,Iced Tea,47,2,94,189.34,Yes,3.3,Cash,Evening,58,13
4/28/2024,Miami,Strawberry Frosted,93,3.49,300.14,Smoothie,1,3.75,3.75,303.89,Yes,4.6,Cash,Morning,109,16
3/20/2024,Chicago,Glazed,41,3.03,118.17,Espresso,0,2.75,0,118.17,Yes,3.2,Mobile Payment,Evening,49,8
2/22/2024,Miami,Powdered Sugar,45,2.54,106.68,Latte,39,3.5,136.5,243.18,No,4.6,Mobile Payment,Morning,57,12
3/1/2024,Miami,Vanilla Frosted,87,1.77,152.22,Iced Tea,29,2,58,210.22,Yes,3.6,Mobile Payment,Afternoon,107,20
5/3/2024,Miami,Chocolate Frosted,31,2.56,89.6,Smoothie,10,3.75,37.5,127.1,Yes,4.8,Mobile Payment,Evening,37,6
3/12/2024,Miami,Powdered Sugar,29,2.32,71.92,Smoothie,27,3.75,101.25,173.17,Yes,4.9,Cash,Evening,31,2
5/8/2024,Boston,Blueberry Cake,65,2.07,155.25,Latte,43,3.5,150.5,305.75,Yes,3.3,Credit Card,Morning,78,13
2/6/2024,Boston,Powdered Sugar,54,1.33,62.51,Espresso,11,2.75,30.25,92.76,Yes,3.9,Cash,Morning,67,13
2/15/2024,Chicago,Old Fashioned,102,3.22,318.78,Iced Tea,38,2,76,394.78,No,5,Credit Card,Evening,113,11
4/29/2024,New York,Old Fashioned,52,2.12,116.6,Smoothie,25,3.75,93.75,210.35,No,4,Mobile Payment,Morning,63,11
3/30/2024,Miami,Boston Kreme,23,1.49,35.76,Smoothie,12,3.75,45,80.76,No,4.7,Credit Card,Afternoon,25,2
